Unnamed: 0,frequency,attack-angle,chord-length,free-stream-velocity,suction-side-displacement-thickness,scaled-sound-pressure,log_frequency,sqrt_frequency,log_chord,sqrt_chord,log_thickness,sqrt_thickness
1168,500,17.4,0.0254,55.5,0.0165706,119.621,6.2166061010848646,22.360679774997898,0.025082780367463153,0.15937377450509227,0.016434805683300184,0.12872684257760694
1169,630,17.4,0.0254,55.5,0.0165706,122.411,6.447305862541213,25.099800796022265,0.025082780367463153,0.15937377450509227,0.016434805683300184,0.12872684257760694
1170,800,17.4,0.0254,55.5,0.0165706,123.091,6.68586094706836,28.284271247461902,0.025082780367463153,0.15937377450509227,0.016434805683300184,0.12872684257760694
1171,1000,17.4,0.0254,55.5,0.0165706,126.001,6.90875477931522,31.622776601683793,0.025082780367463153,0.15937377450509227,0.016434805683300184,0.12872684257760694
1172,1250,17.4,0.0254,55.5,0.0165706,129.301,7.1316985104669115,35.35533905932738,0.025082780367463153,0.15937377450509227,0.016434805683300184,0.12872684257760694
1173,1600,17.4,0.0254,55.5,0.0165706,126.471,7.3783837129967145,40.0,0.025082780367463153,0.15937377450509227,0.016434805683300184,0.12872684257760694
1174,2000,17.4,0.0254,55.5,0.0165706,125.261,7.601402334583733,44.721359549995796,0.025082780367463153,0.15937377450509227,0.016434805683300184,0.12872684257760694
1175,2500,17.4,0.0254,55.5,0.0165706,124.931,7.824445930877619,50.0,0.025082780367463153,0.15937377450509227,0.016434805683300184,0.12872684257760694
1176,3150,17.4,0.0254,55.5,0.0165706,124.101,8.055475141757274,56.124860801609124,0.025082780367463153,0.15937377450509227,0.016434805683300184,0.12872684257760694
1177,4000,17.4,0.0254,55.5,0.0165706,121.771,8.294299608857235,63.245553203367585,0.025082780367463153,0.15937377450509227,0.016434805683300184,0.12872684257760694
1178,5000,17.4,0.0254,55.5,0.0165706,118.941,8.517393171418904,70.71067811865476,0.025082780367463153,0.15937377450509227,0.016434805683300184,0.12872684257760694
1179,6300,17.4,0.0254,55.5,0.0165706,114.861,8.748463629942055,79.37253933193772,0.025082780367463153,0.15937377450509227,0.016434805683300184,0.12872684257760694
1180,200,17.4,0.0254,39.6,0.0172206,114.044,5.303304908059076,14.142135623730951,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1181,250,17.4,0.0254,39.6,0.0172206,114.714,5.5254529391317835,15.811388300841896,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1182,315,17.4,0.0254,39.6,0.0172206,115.144,5.755742213586912,17.74823934929885,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1183,400,17.4,0.0254,39.6,0.0172206,115.444,5.993961427306569,20.0,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1184,500,17.4,0.0254,39.6,0.0172206,117.514,6.2166061010848646,22.360679774997898,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1185,630,17.4,0.0254,39.6,0.0172206,124.514,6.447305862541213,25.099800796022265,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1186,800,17.4,0.0254,39.6,0.0172206,135.324,6.68586094706836,28.284271247461902,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1187,1000,17.4,0.0254,39.6,0.0172206,138.274,6.90875477931522,31.622776601683793,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1188,1250,17.4,0.0254,39.6,0.0172206,131.364,7.1316985104669115,35.35533905932738,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1189,1600,17.4,0.0254,39.6,0.0172206,127.614,7.3783837129967145,40.0,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1190,2000,17.4,0.0254,39.6,0.0172206,126.644,7.601402334583733,44.721359549995796,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1191,2500,17.4,0.0254,39.6,0.0172206,124.154,7.824445930877619,50.0,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1192,3150,17.4,0.0254,39.6,0.0172206,123.564,8.055475141757274,56.124860801609124,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1193,4000,17.4,0.0254,39.6,0.0172206,122.724,8.294299608857235,63.245553203367585,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1194,5000,17.4,0.0254,39.6,0.0172206,119.854,8.517393171418904,70.71067811865476,0.025082780367463153,0.15937377450509227,0.017074006032019615,0.13122728374846443
1195,200,17.4,0.0254,31.7,0.0176631,116.146,5.303304908059076,14.142135623730951,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1196,250,17.4,0.0254,31.7,0.0176631,116.956,5.5254529391317835,15.811388300841896,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1197,315,17.4,0.0254,31.7,0.0176631,118.416,5.755742213586912,17.74823934929885,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1198,400,17.4,0.0254,31.7,0.0176631,120.766,5.993961427306569,20.0,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1199,500,17.4,0.0254,31.7,0.0176631,127.676,6.2166061010848646,22.360679774997898,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1200,630,17.4,0.0254,31.7,0.0176631,136.886,6.447305862541213,25.099800796022265,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1201,800,17.4,0.0254,31.7,0.0176631,139.226,6.68586094706836,28.284271247461902,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1202,1000,17.4,0.0254,31.7,0.0176631,131.796,6.90875477931522,31.622776601683793,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1203,1250,17.4,0.0254,31.7,0.0176631,128.306,7.1316985104669115,35.35533905932738,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1204,1600,17.4,0.0254,31.7,0.0176631,126.846,7.3783837129967145,40.0,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1205,2000,17.4,0.0254,31.7,0.0176631,124.356,7.601402334583733,44.721359549995796,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1206,2500,17.4,0.0254,31.7,0.0176631,124.166,7.824445930877619,50.0,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1207,3150,17.4,0.0254,31.7,0.0176631,123.466,8.055475141757274,56.124860801609124,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1208,4000,17.4,0.0254,31.7,0.0176631,121.996,8.294299608857235,63.245553203367585,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1209,5000,17.4,0.0254,31.7,0.0176631,117.996,8.517393171418904,70.71067811865476,0.025082780367463153,0.15937377450509227,0.01750892032906266,0.13290259591144185
1210,315,22.2,0.0254,71.3,0.0214178,115.857,5.755742213586912,17.74823934929885,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1211,400,22.2,0.0254,71.3,0.0214178,117.927,5.993961427306569,20.0,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1212,500,22.2,0.0254,71.3,0.0214178,117.967,6.2166061010848646,22.360679774997898,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1213,630,22.2,0.0254,71.3,0.0214178,120.657,6.447305862541213,25.099800796022265,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1214,800,22.2,0.0254,71.3,0.0214178,123.227,6.68586094706836,28.284271247461902,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1215,1000,22.2,0.0254,71.3,0.0214178,134.247,6.90875477931522,31.622776601683793,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1216,1250,22.2,0.0254,71.3,0.0214178,140.987,7.1316985104669115,35.35533905932738,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1217,1600,22.2,0.0254,71.3,0.0214178,131.817,7.3783837129967145,40.0,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1218,2000,22.2,0.0254,71.3,0.0214178,127.197,7.601402334583733,44.721359549995796,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1219,2500,22.2,0.0254,71.3,0.0214178,126.097,7.824445930877619,50.0,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1220,3150,22.2,0.0254,71.3,0.0214178,124.127,8.055475141757274,56.124860801609124,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1221,4000,22.2,0.0254,71.3,0.0214178,123.917,8.294299608857235,63.245553203367585,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1222,5000,22.2,0.0254,71.3,0.0214178,125.727,8.517393171418904,70.71067811865476,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1223,6300,22.2,0.0254,71.3,0.0214178,123.127,8.748463629942055,79.37253933193772,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1224,8000,22.2,0.0254,71.3,0.0214178,121.657,8.987321812850125,89.44271909999159,0.025082780367463153,0.15937377450509227,0.021191662140453833,0.1463482148849107
1225,200,22.2,0.0254,39.6,0.0229028,116.066,5.303304908059076,14.142135623730951,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1226,250,22.2,0.0254,39.6,0.0229028,117.386,5.5254529391317835,15.811388300841896,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1227,315,22.2,0.0254,39.6,0.0229028,120.716,5.755742213586912,17.74823934929885,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1228,400,22.2,0.0254,39.6,0.0229028,123.416,5.993961427306569,20.0,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1229,500,22.2,0.0254,39.6,0.0229028,129.776,6.2166061010848646,22.360679774997898,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1230,630,22.2,0.0254,39.6,0.0229028,137.026,6.447305862541213,25.099800796022265,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1231,800,22.2,0.0254,39.6,0.0229028,137.076,6.68586094706836,28.284271247461902,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1232,1000,22.2,0.0254,39.6,0.0229028,128.416,6.90875477931522,31.622776601683793,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1233,1250,22.2,0.0254,39.6,0.0229028,126.446,7.1316985104669115,35.35533905932738,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1234,1600,22.2,0.0254,39.6,0.0229028,122.216,7.3783837129967145,40.0,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1235,2000,22.2,0.0254,39.6,0.0229028,121.256,7.601402334583733,44.721359549995796,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1236,2500,22.2,0.0254,39.6,0.0229028,121.306,7.824445930877619,50.0,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1237,3150,22.2,0.0254,39.6,0.0229028,120.856,8.055475141757274,56.124860801609124,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1238,4000,22.2,0.0254,39.6,0.0229028,119.646,8.294299608857235,63.245553203367585,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1239,5000,22.2,0.0254,39.6,0.0229028,118.816,8.517393171418904,70.71067811865476,0.025082780367463153,0.15937377450509227,0.02264446779255382,0.15133671068184348
1240,630,0.0,0.1016,71.3,0.00121072,124.155,6.447305862541213,25.099800796022265,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1241,800,0.0,0.1016,71.3,0.00121072,126.805,6.68586094706836,28.284271247461902,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1242,1000,0.0,0.1016,71.3,0.00121072,128.825,6.90875477931522,31.622776601683793,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1243,1250,0.0,0.1016,71.3,0.00121072,130.335,7.1316985104669115,35.35533905932738,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1244,1600,0.0,0.1016,71.3,0.00121072,131.725,7.3783837129967145,40.0,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1245,2000,0.0,0.1016,71.3,0.00121072,132.095,7.601402334583733,44.721359549995796,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1246,2500,0.0,0.1016,71.3,0.00121072,132.595,7.824445930877619,50.0,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1247,3150,0.0,0.1016,71.3,0.00121072,131.955,8.055475141757274,56.124860801609124,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1248,4000,0.0,0.1016,71.3,0.00121072,130.935,8.294299608857235,63.245553203367585,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1249,5000,0.0,0.1016,71.3,0.00121072,130.795,8.517393171418904,70.71067811865476,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1250,6300,0.0,0.1016,71.3,0.00121072,129.395,8.748463629942055,79.37253933193772,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1251,8000,0.0,0.1016,71.3,0.00121072,125.465,8.987321812850125,89.44271909999159,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1252,10000,0.0,0.1016,71.3,0.00121072,123.305,9.210440366976517,100.0,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1253,12500,0.0,0.1016,71.3,0.00121072,119.375,9.433563920090563,111.80339887498948,0.09676366843230803,0.31874754901018454,0.0012099876695792586,0.03479540199509125
1254,630,0.0,0.1016,55.5,0.00131983,126.17,6.447305862541213,25.099800796022265,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1255,800,0.0,0.1016,55.5,0.00131983,127.92,6.68586094706836,28.284271247461902,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1256,1000,0.0,0.1016,55.5,0.00131983,129.8,6.90875477931522,31.622776601683793,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1257,1250,0.0,0.1016,55.5,0.00131983,131.43,7.1316985104669115,35.35533905932738,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1258,1600,0.0,0.1016,55.5,0.00131983,132.05,7.3783837129967145,40.0,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1259,2000,0.0,0.1016,55.5,0.00131983,132.54,7.601402334583733,44.721359549995796,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1260,2500,0.0,0.1016,55.5,0.00131983,133.04,7.824445930877619,50.0,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1261,3150,0.0,0.1016,55.5,0.00131983,131.78,8.055475141757274,56.124860801609124,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1262,4000,0.0,0.1016,55.5,0.00131983,129.5,8.294299608857235,63.245553203367585,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1263,5000,0.0,0.1016,55.5,0.00131983,128.36,8.517393171418904,70.71067811865476,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1264,6300,0.0,0.1016,55.5,0.00131983,127.73,8.748463629942055,79.37253933193772,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1265,8000,0.0,0.1016,55.5,0.00131983,124.45,8.987321812850125,89.44271909999159,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1266,10000,0.0,0.1016,55.5,0.00131983,121.93,9.210440366976517,100.0,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1267,12500,0.0,0.1016,55.5,0.00131983,119.91,9.433563920090563,111.80339887498948,0.09676366843230803,0.31874754901018454,0.0013189597899875816,0.0363294646258378
1268,630,0.0,0.1016,39.6,0.00146332,125.401,6.447305862541213,25.099800796022265,0.09676366843230803,0.31874754901018454,0.0014622503906155265,0.03825336586497977
1269,800,0.0,0.1016,39.6,0.00146332,128.401,6.68586094706836,28.284271247461902,0.09676366843230803,0.31874754901018454,0.0014622503906155265,0.03825336586497977
1270,1000,0.0,0.1016,39.6,0.00146332,130.781,6.90875477931522,31.622776601683793,0.09676366843230803,0.31874754901018454,0.0014622503906155265,0.03825336586497977
1271,1250,0.0,0.1016,39.6,0.00146332,132.271,7.1316985104669115,35.35533905932738,0.09676366843230803,0.31874754901018454,0.0014622503906155265,0.03825336586497977
1272,1600,0.0,0.1016,39.6,0.00146332,133.261,7.3783837129967145,40.0,0.09676366843230803,0.31874754901018454,0.0014622503906155265,0.03825336586497977
1273,2000,0.0,0.1016,39.6,0.00146332,133.251,7.601402334583733,44.721359549995796,0.09676366843230803,0.31874754901018454,0.0014622503906155265,0.03825336586497977
1274,2500,0.0,0.1016,39.6,0.00146332,132.611,7.824445930877619,50.0,0.09676366843230803,0.31874754901018454,0.0014622503906155265,0.03825336586497977
1275,3150,0.0,0.1016,39.6,0.00146332,130.961,8.055475141757274,56.124860801609124,0.09676366843230803,0.31874754901018454,0.0014622503906155265,0.03825336586497977
1276,4000,0.0,0.1016,39.6,0.00146332,127.801,8.294299608857235,63.245553203367585,0.09676366843230803,0.31874754901018454,0.0014622503906155265,0.03825336586497977
1277,5000,0.0,0.1016,39.6,0.00146332,126.021,8.517393171418904,70.71067811865476,0.09676366843230803,0.31874754901018454,0.0014622503906155265,0.03825336586497977
1278,6300,0.0,0.1016,39.6,0.00146332,125.631,8.748463629942055,79.37253933193772,0.09676366843230803,0.31874754901018454,0.0014622503906155265,0.03825336586497977
1279,8000,0.0,0.1016,39.6,0.00146332,122.341,8.987321812850125,89.44271909999159,0.09676366843230803,0.31874754901018454,0.0014622503906155265,0.03825336586497977
1280,10000,0.0,0.1016,39.6,0.00146332,119.561,9.210440366976517,100.0,0.09676366843230803,0.31874754901018454,0.0014622503906155265,0.03825336586497977
1281,630,0.0,0.1016,31.7,0.00150092,126.413,6.447305862541213,25.099800796022265,0.09676366843230803,0.31874754901018454,0.0014997947453808584,0.038741708790397976
1282,800,0.0,0.1016,31.7,0.00150092,129.053,6.68586094706836,28.284271247461902,0.09676366843230803,0.31874754901018454,0.0014997947453808584,0.038741708790397976
1283,1000,0.0,0.1016,31.7,0.00150092,131.313,6.90875477931522,31.622776601683793,0.09676366843230803,0.31874754901018454,0.0014997947453808584,0.038741708790397976
1284,1250,0.0,0.1016,31.7,0.00150092,133.063,7.1316985104669115,35.35533905932738,0.09676366843230803,0.31874754901018454,0.0014997947453808584,0.038741708790397976
1285,1600,0.0,0.1016,31.7,0.00150092,133.553,7.3783837129967145,40.0,0.09676366843230803,0.31874754901018454,0.0014997947453808584,0.038741708790397976
1286,2000,0.0,0.1016,31.7,0.00150092,133.153,7.601402334583733,44.721359549995796,0.09676366843230803,0.31874754901018454,0.0014997947453808584,0.038741708790397976
1287,2500,0.0,0.1016,31.7,0.00150092,132.003,7.824445930877619,50.0,0.09676366843230803,0.31874754901018454,0.0014997947453808584,0.038741708790397976
1288,3150,0.0,0.1016,31.7,0.00150092,129.973,8.055475141757274,56.124860801609124,0.09676366843230803,0.31874754901018454,0.0014997947453808584,0.038741708790397976
1289,4000,0.0,0.1016,31.7,0.00150092,126.933,8.294299608857235,63.245553203367585,0.09676366843230803,0.31874754901018454,0.0014997947453808584,0.038741708790397976
1290,5000,0.0,0.1016,31.7,0.00150092,124.393,8.517393171418904,70.71067811865476,0.09676366843230803,0.31874754901018454,0.0014997947453808584,0.038741708790397976
1291,6300,0.0,0.1016,31.7,0.00150092,124.253,8.748463629942055,79.37253933193772,0.09676366843230803,0.31874754901018454,0.0014997947453808584,0.038741708790397976
1292,8000,0.0,0.1016,31.7,0.00150092,120.193,8.987321812850125,89.44271909999159,0.09676366843230803,0.31874754901018454,0.0014997947453808584,0.038741708790397976
1293,10000,0.0,0.1016,31.7,0.00150092,115.893,9.210440366976517,100.0,0.09676366843230803,0.31874754901018454,0.0014997947453808584,0.038741708790397976
1294,800,3.3,0.1016,71.3,0.00202822,131.074,6.68586094706836,28.284271247461902,0.09676366843230803,0.31874754901018454,0.002026165938738964,0.045035763566303615
1295,1000,3.3,0.1016,71.3,0.00202822,131.434,6.90875477931522,31.622776601683793,0.09676366843230803,0.31874754901018454,0.002026165938738964,0.045035763566303615
1296,1250,3.3,0.1016,71.3,0.00202822,132.304,7.1316985104669115,35.35533905932738,0.09676366843230803,0.31874754901018454,0.002026165938738964,0.045035763566303615
1297,1600,3.3,0.1016,71.3,0.00202822,133.664,7.3783837129967145,40.0,0.09676366843230803,0.31874754901018454,0.002026165938738964,0.045035763566303615
1298,2000,3.3,0.1016,71.3,0.00202822,134.034,7.601402334583733,44.721359549995796,0.09676366843230803,0.31874754901018454,0.002026165938738964,0.045035763566303615
1299,2500,3.3,0.1016,71.3,0.00202822,133.894,7.824445930877619,50.0,0.09676366843230803,0.31874754901018454,0.002026165938738964,0.045035763566303615
1300,3150,3.3,0.1016,71.3,0.00202822,132.114,8.055475141757274,56.124860801609124,0.09676366843230803,0.31874754901018454,0.002026165938738964,0.045035763566303615
1301,4000,3.3,0.1016,71.3,0.00202822,128.704,8.294299608857235,63.245553203367585,0.09676366843230803,0.31874754901018454,0.002026165938738964,0.045035763566303615
1302,5000,3.3,0.1016,71.3,0.00202822,127.054,8.517393171418904,70.71067811865476,0.09676366843230803,0.31874754901018454,0.002026165938738964,0.045035763566303615
1303,6300,3.3,0.1016,71.3,0.00202822,124.904,8.748463629942055,79.37253933193772,0.09676366843230803,0.31874754901018454,0.002026165938738964,0.045035763566303615
1304,8000,3.3,0.1016,71.3,0.00202822,121.234,8.987321812850125,89.44271909999159,0.09676366843230803,0.31874754901018454,0.002026165938738964,0.045035763566303615
1305,10000,3.3,0.1016,71.3,0.00202822,116.694,9.210440366976517,100.0,0.09676366843230803,0.31874754901018454,0.002026165938738964,0.045035763566303615
1306,630,3.3,0.1016,55.5,0.002211,126.599,6.447305862541213,25.099800796022265,0.09676366843230803,0.31874754901018454,0.0022085593363761155,0.04702127178203499
1307,800,3.3,0.1016,55.5,0.002211,129.119,6.68586094706836,28.284271247461902,0.09676366843230803,0.31874754901018454,0.0022085593363761155,0.04702127178203499
1308,1000,3.3,0.1016,55.5,0.002211,131.129,6.90875477931522,31.622776601683793,0.09676366843230803,0.31874754901018454,0.0022085593363761155,0.04702127178203499
1309,1250,3.3,0.1016,55.5,0.002211,132.769,7.1316985104669115,35.35533905932738,0.09676366843230803,0.31874754901018454,0.0022085593363761155,0.04702127178203499
1310,1600,3.3,0.1016,55.5,0.002211,133.649,7.3783837129967145,40.0,0.09676366843230803,0.31874754901018454,0.0022085593363761155,0.04702127178203499
1311,2000,3.3,0.1016,55.5,0.002211,133.649,7.601402334583733,44.721359549995796,0.09676366843230803,0.31874754901018454,0.0022085593363761155,0.04702127178203499
1312,2500,3.3,0.1016,55.5,0.002211,132.889,7.824445930877619,50.0,0.09676366843230803,0.31874754901018454,0.0022085593363761155,0.04702127178203499
1313,3150,3.3,0.1016,55.5,0.002211,130.629,8.055475141757274,56.124860801609124,0.09676366843230803,0.31874754901018454,0.0022085593363761155,0.04702127178203499
1314,4000,3.3,0.1016,55.5,0.002211,127.229,8.294299608857235,63.245553203367585,0.09676366843230803,0.31874754901018454,0.0022085593363761155,0.04702127178203499
1315,5000,3.3,0.1016,55.5,0.002211,124.839,8.517393171418904,70.71067811865476,0.09676366843230803,0.31874754901018454,0.0022085593363761155,0.04702127178203499
1316,6300,3.3,0.1016,55.5,0.002211,123.839,8.748463629942055,79.37253933193772,0.09676366843230803,0.31874754901018454,0.0022085593363761155,0.04702127178203499
1317,8000,3.3,0.1016,55.5,0.002211,120.569,8.987321812850125,89.44271909999159,0.09676366843230803,0.31874754901018454,0.0022085593363761155,0.04702127178203499
1318,10000,3.3,0.1016,55.5,0.002211,115.659,9.210440366976517,100.0,0.09676366843230803,0.31874754901018454,0.0022085593363761155,0.04702127178203499
1319,630,3.3,0.1016,39.6,0.00245138,127.251,6.447305862541213,25.099800796022265,0.09676366843230803,0.31874754901018454,0.0024483802693674385,0.049511412825731405
1320,800,3.3,0.1016,39.6,0.00245138,129.991,6.68586094706836,28.284271247461902,0.09676366843230803,0.31874754901018454,0.0024483802693674385,0.049511412825731405
1321,1000,3.3,0.1016,39.6,0.00245138,131.971,6.90875477931522,31.622776601683793,0.09676366843230803,0.31874754901018454,0.0024483802693674385,0.049511412825731405
1322,1250,3.3,0.1016,39.6,0.00245138,133.211,7.1316985104669115,35.35533905932738,0.09676366843230803,0.31874754901018454,0.0024483802693674385,0.049511412825731405
1323,1600,3.3,0.1016,39.6,0.00245138,133.071,7.3783837129967145,40.0,0.09676366843230803,0.31874754901018454,0.0024483802693674385,0.049511412825731405
1324,2000,3.3,0.1016,39.6,0.00245138,132.301,7.601402334583733,44.721359549995796,0.09676366843230803,0.31874754901018454,0.0024483802693674385,0.049511412825731405
1325,2500,3.3,0.1016,39.6,0.00245138,130.791,7.824445930877619,50.0,0.09676366843230803,0.31874754901018454,0.0024483802693674385,0.049511412825731405
1326,3150,3.3,0.1016,39.6,0.00245138,128.401,8.055475141757274,56.124860801609124,0.09676366843230803,0.31874754901018454,0.0024483802693674385,0.049511412825731405
1327,4000,3.3,0.1016,39.6,0.00245138,124.881,8.294299608857235,63.245553203367585,0.09676366843230803,0.31874754901018454,0.0024483802693674385,0.049511412825731405
1328,5000,3.3,0.1016,39.6,0.00245138,122.371,8.517393171418904,70.71067811865476,0.09676366843230803,0.31874754901018454,0.0024483802693674385,0.049511412825731405
1329,6300,3.3,0.1016,39.6,0.00245138,120.851,8.748463629942055,79.37253933193772,0.09676366843230803,0.31874754901018454,0.0024483802693674385,0.049511412825731405
1330,8000,3.3,0.1016,39.6,0.00245138,118.091,8.987321812850125,89.44271909999159,0.09676366843230803,0.31874754901018454,0.0024483802693674385,0.049511412825731405
1331,10000,3.3,0.1016,39.6,0.00245138,115.321,9.210440366976517,100.0,0.09676366843230803,0.31874754901018454,0.0024483802693674385,0.049511412825731405
1332,630,3.3,0.1016,31.7,0.00251435,128.952,6.447305862541213,25.099800796022265,0.09676366843230803,0.31874754901018454,0.002511194310603649,0.050143294666385854
1333,800,3.3,0.1016,31.7,0.00251435,131.362,6.68586094706836,28.284271247461902,0.09676366843230803,0.31874754901018454,0.002511194310603649,0.050143294666385854
1334,1000,3.3,0.1016,31.7,0.00251435,133.012,6.90875477931522,31.622776601683793,0.09676366843230803,0.31874754901018454,0.002511194310603649,0.050143294666385854
1335,1250,3.3,0.1016,31.7,0.00251435,134.022,7.1316985104669115,35.35533905932738,0.09676366843230803,0.31874754901018454,0.002511194310603649,0.050143294666385854
1336,1600,3.3,0.1016,31.7,0.00251435,133.402,7.3783837129967145,40.0,0.09676366843230803,0.31874754901018454,0.002511194310603649,0.050143294666385854
1337,2000,3.3,0.1016,31.7,0.00251435,131.642,7.601402334583733,44.721359549995796,0.09676366843230803,0.31874754901018454,0.002511194310603649,0.050143294666385854
1338,2500,3.3,0.1016,31.7,0.00251435,130.392,7.824445930877619,50.0,0.09676366843230803,0.31874754901018454,0.002511194310603649,0.050143294666385854
1339,3150,3.3,0.1016,31.7,0.00251435,128.252,8.055475141757274,56.124860801609124,0.09676366843230803,0.31874754901018454,0.002511194310603649,0.050143294666385854
